SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP
50.66,0.05,3.85,0.01,17.79,0.42,7.07,0.0,9.05,0.14,0.7,3.33,2.61,0.37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
50.5,0.21,5.3,0.16,22.56,0.55,4.41,0.05,7.27,0.01,0.0,1.91,2.67,3.22,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
47.02,0.18,7.22,0.0,24.24,0.88,3.53,0.02,6.75,0.13,0.0,3.74,1.11,0.5,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
50.83,0.23,4.92,0.15,27.65,1.04,3.08,0.06,6.16,0.03,0.0,2.0,2.09,0.55,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
49.43,0.0,2.33,0.2,27.17,0.45,3.9,0.03,7.96,0.05,0.08,1.69,3.65,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
56.53,0.12,6.6,0.0,18.06,0.8,4.98,0.0,6.86,0.02,0.24,1.53,2.35,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
48.4,0.08,8.95,0.17,22.78,0.78,3.09,0.06,5.35,0.04,0.13,3.35,1.02,2.51,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
51.78,0.13,2.7,0.0,24.61,0.58,3.45,0.0,6.96,0.15,0.19,2.65,3.06,0.46,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
51.22,0.8,5.21,0.38,11.66,0.0,17.8,0.71,10.0,0.05,0.03,1.53,3.29,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
52.18,0.09,3.26,0.0,22.83,0.89,6.33,0.01,5.88,0.2,0.16,3.29,1.53,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
57.26,0.12,2.84,0.1,20.58,0.69,7.25,0.04,7.15,0.05,0.11,3.61,1.4,0.34,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
48.72,0.02,4.49,0.09,23.42,0.4,5.03,0.14,7.12,0.11,0.0,3.2,1.56,1.45,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
52.48,0.11,5.96,0.04,20.7,0.57,3.81,0.0,8.09,0.07,0.0,3.71,1.7,0.25,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
56.93,0.02,2.2,0.08,21.12,0.53,6.76,0.06,8.54,0.06,0.0,2.05,4.19,3.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
52.07,0.15,4.52,0.06,20.64,0.33,5.2,0.0,8.53,0.1,0.0,2.36,2.96,0.22,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
54.53,0.06,2.08,0.0,16.52,0.0,7.19,0.05,9.68,0.0,0.0,3.05,2.19,0.4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
50.78,0.03,7.5,0.3,25.55,1.75,3.42,0.0,5.24,0.2,0.15,2.05,3.15,0.48,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
52.96,0.0,3.7,0.06,17.67,0.06,6.15,0.0,11.08,0.01,0.0,1.43,3.95,1.44,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
55.53,0.02,3.64,0.0,19.81,0.43,5.21,0.0,8.07,0.14,0.2,2.88,2.23,2.52,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
54.0,0.0,5.24,0.04,19.49,0.58,5.33,0.03,5.22,0.06,0.0,1.7,2.95,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
51.34,0.25,5.01,0.0,27.5,0.94,3.41,0.07,6.64,0.09,0.06,1.55,5.0,0.52,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
54.06,0.17,3.2,0.08,17.68,0.23,6.7,0.0,9.29,0.06,0.0,1.63,3.61,0.28,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
55.4,0.0,5.96,0.01,14.91,0.0,6.7,0.0,9.42,0.0,0.07,1.28,4.1,0.23,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
51.23,0.08,2.93,0.0,17.9,0.0,8.92,0.0,7.38,0.01,0.0,1.55,2.72,3.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
52.9,0.1,5.26,0.05,24.73,0.24,3.51,0.0,7.78,0.05,0.0,3.8,0.59,0.5,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
50.0,0.07,6.15,0.17,25.3,0.92,3.39,0.03,6.4,0.13,0.0,3.67,1.37,0.32,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
29.08,0.19,21.44,0.0,28.85,0.4,5.41,0.33,0.43,0.17,0.39,3.52,0.59,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
41.09,1.38,12.72,0.19,19.73,24.98,0.65,0.22,0.17,0.0,3.83,0.09,10.23,3.89,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
40.77,1.56,11.38,0.24,18.83,22.55,0.38,0.37,0.37,0.0,1.1,0.11,9.82,3.94,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
48.99,0.07,5.21,0.2,9.6,0.42,19.94,0.1,7.24,0.32,0.02,1.42,5.26,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
49.02,0.51,5.06,0.07,24.5,0.75,4.51,0.0,6.77,0.1,0.72,1.77,4.11,2.67,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
52.15,0.1,2.32,0.17,25.39,0.52,3.63,0.0,7.27,0.37,0.0,2.04,4.84,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
47.27,0.04,3.28,0.14,21.06,0.17,4.88,0.01,7.29,0.08,0.16,4.02,0.46,0.49,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELADONITE,MICA
44.58,0.0,34.98,0.0,3.16,0.02,0.55,0.04,11.34,0.63,0.01,4.68,0.0,0.01,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.7,0.5,33.03,0.03,2.01,0.08,0.89,0.1,10.1,0.75,0.1,4.05,0.92,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.63,0.25,36.22,0.0,1.3,0.0,0.98,0.0,10.65,0.48,0.0,4.65,0.17,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.64,0.05,35.34,0.2,1.96,0.13,0.04,0.26,11.54,0.2,0.49,1.49,6.11,0.25,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.36,0.01,35.23,0.0,1.14,0.0,0.67,0.01,10.37,0.53,0.03,4.61,0.1,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.31,0.64,34.06,0.03,3.39,0.01,0.94,0.02,9.97,0.71,0.0,4.31,0.2,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
43.65,0.23,31.97,0.05,3.97,0.0,1.83,0.0,8.84,0.36,0.01,4.42,0.12,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
48.0,0.01,34.9,0.03,2.15,0.05,0.3,0.08,10.5,0.02,0.03,4.57,0.15,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.16,0.06,37.07,0.01,1.19,0.39,0.4,0.02,6.3,2.43,0.04,4.51,0.18,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
44.88,0.12,32.45,0.0,5.28,0.01,0.47,0.16,10.55,0.24,0.01,3.68,1.48,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.65,0.6,31.68,0.02,4.43,0.03,1.77,0.05,10.77,0.25,0.01,4.14,0.42,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.77,0.11,36.23,0.2,2.81,0.21,0.82,0.08,9.4,0.57,0.0,4.03,0.43,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.61,0.79,32.88,0.03,3.51,0.02,0.96,0.02,10.11,0.61,0.0,4.25,0.2,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.77,0.85,32.7,0.04,3.48,0.0,1.24,0.14,10.65,0.34,0.04,4.0,0.97,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.9,0.0,32.16,0.19,2.21,0.08,1.43,0.0,9.06,0.21,0.14,4.58,0.1,0.07,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.96,0.07,34.15,0.56,2.07,0.04,0.64,0.17,10.02,0.82,0.0,4.5,0.33,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.41,1.1,32.14,0.03,3.05,0.04,1.07,0.08,9.59,0.42,0.03,4.31,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.36,0.92,33.74,0.0,1.68,0.11,0.61,0.03,10.02,0.73,0.0,4.34,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
43.85,0.08,35.31,0.0,2.63,0.0,0.24,0.0,10.8,0.36,0.02,4.68,0.6,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.45,0.28,33.89,0.16,2.41,0.04,1.22,0.08,11.13,0.37,0.14,4.5,0.22,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
49.71,0.6,28.7,0.0,5.48,1.05,3.53,0.0,10.7,0.0,0.0,4.33,0.0,0.23,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
48.58,0.04,38.96,0.0,1.11,0.07,0.34,0.0,8.4,0.62,0.02,4.65,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.02,0.17,35.27,0.09,0.14,0.04,0.63,0.0,9.85,0.37,0.04,7.49,0.92,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.03,1.23,24.43,0.0,10.43,0.0,8.9,0.0,9.97,0.0,0.0,4.06,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.35,0.05,33.75,0.04,3.34,0.06,0.64,0.0,9.29,0.69,0.0,4.56,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.34,0.93,34.56,0.0,1.25,0.02,0.87,0.02,10.06,0.75,0.01,4.56,0.29,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
48.35,0.13,35.77,0.04,3.48,0.08,0.8,0.03,8.95,0.49,0.0,4.68,0.08,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.41,1.09,38.13,0.05,0.86,0.0,0.5,0.0,9.0,0.52,0.01,4.67,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
51.54,0.22,29.67,0.13,2.29,0.33,1.33,0.17,8.9,1.29,0.04,4.63,0.45,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.8,0.51,33.96,0.0,2.48,0.0,0.62,0.0,9.44,1.19,0.0,4.43,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.53,0.4,33.09,0.02,2.66,0.03,1.67,0.02,10.6,0.33,0.01,4.44,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.7,0.53,36.1,0.04,1.27,0.0,0.51,0.03,10.8,0.59,0.0,4.5,0.17,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.38,0.0,30.52,0.16,4.19,0.02,0.22,0.07,9.43,0.13,0.03,3.92,1.64,0.04,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.16,0.23,34.31,0.08,2.32,0.0,0.33,0.13,10.18,0.6,0.08,4.22,0.94,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
50.25,0.11,33.35,1.04,2.19,0.16,1.91,0.0,7.14,0.12,0.06,4.49,0.16,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.89,0.0,36.06,0.0,0.98,0.06,0.55,0.15,10.13,0.95,0.0,4.65,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
46.46,0.24,35.37,0.04,2.3,0.05,0.42,0.07,9.7,1.03,0.02,4.68,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.29,0.86,35.85,0.0,2.44,0.0,0.74,0.02,10.1,0.32,0.01,4.63,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
44.2,0.24,29.39,0.04,5.91,0.02,3.99,0.03,7.67,0.1,0.01,4.73,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
44.67,0.55,33.55,0.01,3.72,0.02,1.59,0.03,10.57,0.23,0.0,4.24,0.56,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
49.55,0.01,32.41,0.07,2.09,0.16,1.26,0.0,7.81,0.16,0.0,4.42,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
42.78,0.25,33.9,0.0,4.09,0.0,0.4,0.0,7.56,0.46,0.01,4.63,0.36,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
44.95,0.67,31.57,0.01,3.73,0.0,1.32,0.27,10.03,0.75,0.02,3.4,2.1,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
50.17,0.14,30.06,0.0,2.44,0.12,2.22,0.01,9.68,0.09,0.01,4.68,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.3,0.6,25.32,0.0,9.52,3.82,4.84,0.0,8.35,0.0,0.0,4.05,0.0,0.25,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.65,1.26,33.6,0.02,2.18,0.05,0.94,0.08,10.21,0.44,0.01,4.71,0.3,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.08,0.01,30.03,0.0,4.48,0.01,0.37,1.18,10.48,0.43,0.05,3.96,0.93,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.24,0.26,35.91,0.35,1.26,0.31,0.64,0.05,7.29,2.07,0.04,4.44,0.25,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.76,0.97,37.84,0.05,0.98,0.0,0.53,0.0,8.0,0.57,0.03,4.63,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
45.36,0.74,31.59,0.02,2.82,0.0,1.27,0.03,10.66,0.31,0.0,4.23,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUSCOVITE,MICA
47.99,0.02,39.94,0.13,0.88,0.16,0.28,0.0,2.4,5.61,0.06,4.44,0.46,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
47.93,0.03,39.76,0.12,1.2,0.6,0.39,0.0,3.33,4.2,0.0,4.68,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
46.1,0.01,38.96,0.22,0.22,0.59,0.02,0.03,1.29,6.72,0.0,4.19,3.74,0.22,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.43,0.07,39.08,0.11,0.97,1.27,0.39,0.03,3.72,3.93,0.02,4.48,0.17,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.67,0.26,39.73,0.19,0.72,1.57,0.22,0.37,2.68,4.32,0.04,4.52,0.15,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
46.4,0.11,38.92,0.09,0.63,1.0,0.2,0.06,2.29,4.92,0.0,4.57,0.12,0.13,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
46.86,0.11,37.61,0.1,0.82,0.15,0.36,0.02,6.34,2.79,0.0,4.59,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.8,0.08,39.7,0.14,0.57,0.7,0.18,0.08,4.18,4.03,0.0,4.58,0.13,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
43.73,0.43,41.24,0.75,0.38,1.83,0.1,2.21,3.38,3.84,0.0,4.6,0.75,0.14,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
46.1,0.0,39.34,0.15,0.55,1.56,0.25,0.35,3.21,4.0,1.11,4.64,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
45.05,0.11,40.01,0.15,0.63,1.73,0.11,1.37,2.21,4.67,0.2,4.62,3.25,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.29,0.11,40.03,0.35,0.49,0.17,0.19,0.12,2.21,5.66,0.35,4.56,0.17,0.07,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
40.88,4.63,13.9,3.88,0.15,6.29,0.05,17.93,8.3,0.43,0.49,4.26,0.43,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
39.63,3.82,11.41,3.99,0.1,9.06,0.11,20.16,7.98,0.43,0.05,4.66,0.05,0.08,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
45.39,0.04,39.54,0.14,0.56,1.09,0.21,0.2,3.74,4.02,0.51,4.61,0.07,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
45.31,0.91,31.98,0.93,0.66,2.07,0.31,4.35,6.69,2.28,0.01,4.61,0.15,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
45.89,0.03,39.17,0.2,0.3,0.82,0.03,0.3,1.48,6.31,0.04,4.28,3.64,0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.85,0.19,39.87,0.17,0.68,1.65,0.17,0.85,2.45,4.49,0.12,4.57,1.66,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.06,0.24,40.52,0.51,0.45,0.85,0.15,0.97,2.69,4.92,0.21,4.58,0.41,0.09,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
46.18,0.01,39.0,0.21,0.27,0.59,0.03,0.03,1.39,6.6,0.0,4.22,3.57,0.21,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
43.95,0.31,40.77,0.59,0.42,1.18,0.14,1.39,2.92,4.55,0.14,4.58,0.52,0.11,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
41.48,3.85,18.19,3.24,0.29,5.43,0.11,14.88,7.52,1.03,0.41,4.3,0.39,0.76,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
45.0,0.11,40.01,0.16,0.62,1.63,0.12,1.29,2.21,4.73,0.21,4.62,3.05,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.33,0.11,40.03,0.34,0.5,0.25,0.19,0.18,2.21,5.61,0.34,4.56,0.33,0.07,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
45.92,0.16,38.47,0.28,0.54,1.72,0.24,0.95,3.38,3.88,1.09,4.63,0.01,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
45.78,0.01,39.29,0.14,0.63,1.5,0.28,0.29,3.31,3.99,0.9,4.61,0.03,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
47.41,0.01,39.76,0.14,0.78,0.59,0.27,0.11,2.65,5.12,0.38,4.5,0.32,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.47,0.07,39.14,0.11,0.93,1.21,0.37,0.03,3.76,3.94,0.02,4.49,0.17,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.45,0.1,39.93,0.28,0.52,0.34,0.19,0.11,2.83,5.15,0.24,4.57,0.16,0.05,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
47.29,0.06,39.49,0.11,0.77,0.53,0.24,0.03,2.35,5.31,0.03,4.5,0.31,0.18,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
41.51,4.06,17.0,3.43,0.2,5.71,0.07,15.78,7.68,0.87,0.57,4.31,0.38,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.73,0.17,39.72,0.17,0.65,1.14,0.2,0.22,3.42,4.18,0.02,4.55,0.14,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
46.45,0.11,38.96,0.09,0.64,0.97,0.2,0.06,2.29,4.94,0.0,4.57,0.13,0.13,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
46.54,0.1,39.01,0.09,0.65,0.92,0.21,0.05,2.3,4.98,0.01,4.56,0.15,0.14,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
46.18,0.03,39.23,0.13,0.57,1.42,0.24,0.27,2.97,4.24,0.82,4.62,0.03,0.15,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.6,0.22,40.43,0.35,0.55,1.76,0.11,1.65,2.6,4.39,0.13,4.61,2.41,0.13,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
46.67,0.02,39.21,0.19,0.53,0.59,0.13,0.02,1.93,5.93,0.0,4.34,2.57,0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.47,0.18,39.89,0.27,0.6,0.84,0.2,0.24,2.44,5.02,0.2,4.54,0.16,0.08,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
45.62,0.05,39.64,0.15,0.59,1.64,0.19,0.81,2.76,4.3,0.7,4.63,1.47,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
43.93,0.36,40.96,0.64,0.42,1.62,0.11,1.81,3.53,3.88,0.0,4.6,0.64,0.11,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.79,0.08,39.68,0.14,0.58,0.72,0.19,0.08,4.17,4.03,0.0,4.58,0.13,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
43.09,1.37,35.09,1.45,0.33,2.83,0.09,5.74,4.49,3.07,0.11,4.52,0.68,0.31,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
47.92,0.03,39.8,0.13,0.88,0.16,0.28,0.0,2.64,5.44,0.06,4.45,0.44,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.27,0.72,37.01,0.58,0.66,2.07,0.2,2.22,3.27,3.91,0.09,4.49,0.18,0.18,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.15,0.21,39.95,0.37,0.73,1.5,0.27,0.91,3.58,3.89,0.01,4.53,0.4,0.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.93,0.08,39.64,0.14,0.57,0.72,0.18,0.08,4.03,4.1,0.0,4.58,0.13,0.01,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
39.74,3.89,11.63,3.98,0.1,8.82,0.1,19.96,8.01,0.43,0.09,4.63,0.08,0.15,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
43.99,0.37,41.0,0.63,0.43,1.81,0.1,2.04,3.15,4.0,0.04,4.6,1.24,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
44.31,0.11,40.02,0.34,0.49,0.19,0.19,0.12,2.3,5.59,0.33,4.56,0.17,0.06,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
45.76,0.04,39.3,0.2,0.35,0.96,0.05,0.47,1.59,6.05,0.07,4.33,3.58,0.19,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PARAGONITE,MICA
51.75,0.3,4.26,0.18,3.38,0.02,22.58,0.09,10.79,0.23,0.0,1.29,5.75,0.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.32,0.29,3.92,0.1,4.12,0.0,22.72,0.05,11.13,0.24,0.0,1.77,6.39,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.72,0.27,3.85,0.19,3.17,0.0,22.66,0.03,11.12,0.24,0.0,1.42,5.99,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.52,0.31,3.87,0.13,3.18,0.0,22.89,0.1,11.01,0.21,0.0,1.42,6.66,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
52.43,0.31,3.84,0.16,3.35,0.0,22.91,0.05,11.15,0.22,0.0,1.29,6.51,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANGZHUMINGITE,MICA
